user_id,listing_id,auditing_date,due_date,due_amt,term,rate,principal,repay_listing_nunique,listing_date_diff,gender,age,cell_province,id_province,id_city,waiting_day,repay_day_mode,repay_weekday_mode,diff_day_mean,diff_day_min,diff_day_max,diff_day_median,diff_day_mode,diff_day_std,repay_date_nunique,repay_date_radio,label
236611,2321807,2018-02-14,2018-03-14,319.4387,12,7.6,3680,9,87.0,男,40,c02,c02,c02168,561,19.0,5.0,2.2592592592592595,0.0,14.0,2.0,2.0,2.5957449292817154,17.0,0.6296296296296297,0
548203,2617905,2018-03-13,2018-04-13,133.9311,9,7.2,1170,14,20.0,男,48,c22,c22,c22308,284,23.0,4.0,3.2156862745098036,0.0,27.0,1.0,1.0,5.496594310990019,40.0,0.5128205128205128,2
139073,2193242,2018-02-02,2018-03-02,509.396,9,7.2,4450,2,99.0,男,48,c25,c01,c01197,671,19.0,5.0,3.6666666666666665,1.0,7.0,3.0,1.0,3.055050463303893,3.0,1.0,0
127258,4947200,2018-11-20,2018-12-20,333.5608,6,7.2,1960,3,17.0,男,34,c20,c20,c20129,993,8.0,0.0,1.5,1.0,2.0,1.5,1.0,0.7071067811865476,2.0,1.0,0
442912,4321928,2018-08-31,2018-09-30,197.223,12,8.6,2260,8,62.0,男,41,c20,c20,c20108,451,27.0,3.0,1.4722222222222223,0.0,11.0,1.0,1.0,1.9926452069133933,30.0,0.7692307692307693,0
696405,5148161,2018-12-18,2019-01-18,2520.2671,12,8.6,28880,1,,女,29,c04,c04,c04155,442,,,,,,,,,,,0
358119,4275943,2018-08-24,2018-09-24,301.9432,12,8.6,3460,18,18.0,女,23,c31,c26,c26213,630,21.0,3.0,5.0,0.0,26.0,2.0,0.0,6.3342283649701026,28.0,0.4516129032258064,3
382483,2056277,2018-01-20,2018-02-20,1318.9268,6,7.2,7750,5,17.0,女,32,c11,c11,c11094,383,26.0,1.0,0.9230769230769232,0.0,2.0,1.0,1.0,0.7595545253127499,13.0,1.0,32
472948,2700334,2018-03-20,2018-04-20,133.9311,9,7.2,1170,7,25.0,男,38,c25,c25,c25332,352,8.0,2.0,2.25,0.0,5.0,2.0,2.0,1.3416407864998738,10.0,0.625,2
305214,4564793,2018-10-01,2018-11-01,367.0611,6,8.3,2150,6,42.0,男,22,c04,c04,c04348,548,3.0,4.0,3.1052631578947367,0.0,16.0,1.0,0.0,4.87504685837429,15.0,0.6521739130434783,1
9093,3672123,2018-06-07,2018-07-07,414.3851,9,7.2,3620,6,90.0,男,30,c25,c25,c25189,1405,1.0,2.0,1.25,0.0,6.0,0.5,0.0,1.7320508075688772,16.0,0.8,1
681642,3221733,2018-04-30,2018-05-30,320.5188,9,7.2,2800,2,206.0,男,24,c16,c16,c16306,210,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.4142135623730951,3.0,1.0,32
99926,2035641,2018-01-18,2018-02-18,205.9227,6,7.2,1210,6,40.0,男,35,c20,c20,c20129,747,3.0,2.0,3.4615384615384617,0.0,9.0,3.0,0.0,2.9330128030003726,12.0,0.9230769230769232,0
253504,5122256,2018-12-14,2019-01-14,1018.5207,6,6.9,5990,4,30.0,男,31,c17,c17,c17041,833,11.0,5.0,5.333333333333333,0.0,16.0,0.0,0.0,9.237604307034012,3.0,1.0,0
74853,4515849,2018-09-24,2018-10-24,367.0611,6,8.3,2150,3,1.0,男,27,c04,c04,c04162,1057,22.0,1.0,2.727272727272727,0.0,14.0,2.0,0.0,3.9772077916777016,8.0,0.7272727272727273,0
827920,2907771,2018-04-05,2018-05-05,258.7045,9,7.2,2260,2,5.0,男,24,c17,c17,c17291,34,31.0,5.0,30.0,30.0,30.0,30.0,30.0,,2.0,0.25,32
492041,3162509,2018-04-25,2018-05-25,291.9417,6,8.3,1710,17,1.0,男,34,c28,c28,c28081,358,2.0,5.0,2.272727272727273,0.0,31.0,1.0,1.0,5.367142637912075,57.0,0.6705882352941176,3
759031,2645877,2018-03-16,2018-04-16,131.6416,9,7.2,1150,2,83.0,男,27,c23,c23,c23141,104,3.0,5.0,25.5,20.0,31.0,25.5,20.0,7.7781745930520225,2.0,1.0,9
533833,2307444,2018-02-13,2018-03-13,496.8042,9,7.2,4340,2,157.0,女,26,c26,c26,c26156,256,6.0,2.0,4.666666666666667,3.0,8.0,3.0,3.0,2.8867513459481287,3.0,0.25,2
739314,2511162,2018-03-04,2018-04-04,133.9311,9,7.2,1170,1,,女,25,c04,c04,c04069,122,,,,,,,,,,,32
259134,2430963,2018-02-26,2018-03-26,358.2943,9,7.2,3130,15,48.0,女,24,c04,c11,c11184,542,1.0,2.0,6.04,0.0,31.0,1.0,0.0,9.576359781601079,22.0,0.4230769230769231,1
918378,5006040,2018-11-29,2018-12-29,55.8507,12,8.6,640,2,20.0,男,22,c04,c04,c04102,27,10.0,5.0,29.0,29.0,29.0,29.0,29.0,,1.0,1.0,8
247556,2707254,2018-03-21,2018-04-21,73.2614,9,7.2,640,13,15.0,男,26,c20,c20,c20089,550,15.0,3.0,5.86,0.0,29.0,1.0,0.0,9.003423385194168,24.0,0.4528301886792453,32
734460,3705576,2018-06-10,2018-07-10,2127.3769,6,8.6,12450,2,198.0,女,49,c08,c08,c08107,220,24.0,1.0,3.0,0.0,16.0,0.5,0.0,6.387487769068525,6.0,1.0,1
704949,2574930,2018-03-09,2018-04-09,175.1406,9,7.2,1530,14,1.0,男,23,c04,c04,c04264,157,28.0,1.0,11.810344827586205,0.0,31.0,10.5,5.0,8.276911231137534,20.0,0.2631578947368421,14
102122,3465406,2018-05-20,2018-06-20,509.396,9,7.2,4450,5,16.0,男,25,c01,c01,c01166,869,3.0,2.0,3.2,0.0,15.0,0.0,0.0,6.6105975524153635,5.0,0.4545454545454545,0
416900,2356773,2018-02-18,2018-03-18,131.6416,9,7.2,1150,3,82.0,男,20,c17,c17,c17250,381,18.0,2.0,0.8,0.0,2.0,1.0,0.0,0.8366600265340756,6.0,1.0,0
384357,3962380,2018-07-09,2018-08-09,1774.3009,9,7.2,15500,5,116.0,女,43,c21,c21,c21299,553,7.0,1.0,0.13333333333333333,0.0,1.0,0.0,0.0,0.3518657752744984,15.0,1.0,32
140591,2394886,2018-02-23,2018-03-23,199.5771,6,8.0,1170,13,7.0,男,24,c23,c23,c23141,685,1.0,2.0,2.8181818181818183,0.0,29.0,0.0,0.0,8.704230946133977,11.0,0.44,0
747589,4558545,2018-09-30,2018-10-30,597.0941,3,7.2,1770,13,5.0,女,24,c08,c08,c08087,302,8.0,4.0,2.96,0.0,26.0,0.0,0.0,6.037935629556402,21.0,0.5675675675675675,0
761822,3182951,2018-04-26,2018-05-26,97.3003,9,7.2,850,5,6.0,男,21,c04,c04,c04102,139,23.0,4.0,28.0,28.0,28.0,28.0,28.0,,2.0,0.6666666666666666,27
846487,4675481,2018-10-17,2018-11-17,340.3407,12,8.6,3900,5,6.0,女,22,\N,c09,c09052,168,11.0,3.0,12.666666666666664,4.0,23.0,11.0,4.0,6.5574385243019995,6.0,0.2222222222222222,1
17712,2439535,2018-02-27,2018-03-27,116.3173,12,7.6,1340,23,25.0,男,37,c12,c12,c12007,1152,27.0,4.0,2.1714285714285717,0.0,30.0,1.0,0.0,5.1374513713909336,76.0,0.6972477064220184,4
789048,4112597,2018-07-31,2018-08-31,129.7517,6,8.3,760,5,25.0,男,32,c20,c02,c02160,210,1.0,2.0,0.5,0.0,2.0,0.0,0.0,1.0,4.0,0.4444444444444444,32
517478,4960865,2018-11-22,2018-12-22,291.0148,6,7.2,1710,4,31.0,女,23,c11,c11,c11077,569,21.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,1
838477,3271204,2018-05-03,2018-06-03,144.2334,9,7.2,1260,2,8.0,男,21,c04,c04,c04267,31,,,,,,,,,,,7
701176,4579944,2018-10-03,2018-11-03,107.5574,6,8.3,630,2,188.0,男,27,c01,c01,c01215,366,18.0,4.0,14.166666666666664,4.0,25.0,13.0,11.0,7.277820186475253,6.0,1.0,11
76271,3767911,2018-06-18,2018-07-18,385.5078,6,8.0,2260,10,26.0,女,40,c28,c28,c28244,959,7.0,2.0,4.388888888888889,0.0,26.0,0.5,0.0,7.613063125886332,22.0,0.6111111111111112,0
319895,3468777,2018-05-20,2018-06-20,128.2075,9,7.2,1120,13,29.0,女,23,c04,c04,c04196,535,19.0,2.0,1.2,0.0,3.0,1.0,1.0,1.0408329997330663,24.0,0.4615384615384616,0
481057,5130349,2018-12-15,2019-01-15,849.375,9,7.2,7420,8,100.0,男,24,c01,c01,c01307,457,2.0,2.0,1.6333333333333333,0.0,12.0,0.0,0.0,3.1456958369891037,24.0,0.6857142857142857,32
719066,3038056,2018-04-15,2018-05-15,262.9181,6,8.3,1540,4,12.0,女,25,c09,c09,c09167,74,7.0,1.0,2.142857142857143,0.0,8.0,1.0,1.0,2.672612419124244,7.0,1.0,0
365408,3619883,2018-06-03,2018-07-03,383.4779,9,7.2,3350,6,21.0,男,29,c04,c04,c04319,517,19.0,0.0,0.2222222222222222,0.0,2.0,0.0,0.0,0.5483188805533161,16.0,0.8888888888888888,27
495956,4174941,2018-08-11,2018-09-11,446.437,9,7.2,3900,11,73.0,男,25,c23,c23,c23141,322,21.0,3.0,15.52,2.0,30.0,13.0,10.0,8.525061094600241,17.0,0.21794871794871795,0
333700,3355309,2018-05-10,2018-06-10,320.5188,9,7.2,2800,2,61.0,男,22,c17,c17,c17246,524,9.0,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,3
620707,3069648,2018-04-18,2018-05-18,167.1277,9,7.2,1460,8,45.0,男,19,c28,c28,c28265,259,18.0,1.0,5.074074074074074,0.0,21.0,1.0,0.0,7.167908856766901,16.0,0.4848484848484849,3
169573,5044809,2018-12-04,2019-01-04,161.535,6,6.9,950,19,30.0,男,45,c31,c31,c31001,635,15.0,5.0,13.196969696969695,1.0,31.0,12.0,5.0,8.78323524933845,43.0,0.4479166666666667,7
472184,3069540,2018-04-18,2018-05-18,208.3372,9,7.2,1820,2,25.0,男,22,c05,c24,c24269,381,17.0,1.0,7.0,7.0,7.0,7.0,7.0,,1.0,0.5,3
244313,2283405,2018-02-11,2018-03-11,1266.0495,9,7.2,11060,9,239.0,男,25,c13,c24,c24268,558,4.0,6.0,10.370370370370368,0.0,31.0,8.0,5.0,9.140561117888637,25.0,0.4901960784313725,10
205882,4174933,2018-08-11,2018-09-11,703.3916,6,8.3,4120,15,107.0,男,34,c08,c08,c08187,770,15.0,2.0,14.0625,0.0,31.0,12.5,0.0,10.161266150792136,17.0,0.2786885245901639,27
682343,3815861,2018-06-23,2018-07-23,324.2793,3,8.0,960,7,13.0,男,26,c08,c08,c08087,264,6.0,6.0,3.692307692307693,0.0,24.0,0.0,0.0,7.6853173365907645,11.0,0.7857142857142857,0
357781,4020630,2018-07-17,2018-08-17,325.5053,12,8.6,3730,15,69.0,男,38,c27,c27,c27153,452,27.0,0.0,4.616438356164384,0.0,27.0,1.0,1.0,7.311767792375486,32.0,0.4324324324324325,0
448727,2765823,2018-03-25,2018-04-25,759.0752,6,8.0,4450,4,43.0,女,33,c22,c22,c22308,388,9.0,6.0,7.75,0.0,30.0,0.5,0.0,14.840822079655831,4.0,0.26666666666666666,0
357331,3761654,2018-06-16,2018-07-16,386.1742,6,8.6,2260,1,,男,25,c08,c08,c08030,561,,,,,,,,,,,32
161240,3922065,2018-07-05,2018-08-05,268.0399,6,8.3,1570,15,7.0,女,41,c14,c14,c14027,794,28.0,0.0,0.8541666666666666,0.0,5.0,0.0,0.0,1.2880726709598949,41.0,0.82,0
715011,3679116,2018-06-08,2018-07-08,258.7045,9,7.2,2260,7,32.0,女,25,c01,c01,c01200,62,1.0,2.0,2.125,0.0,17.0,0.0,0.0,6.010407640085653,7.0,0.3888888888888889,32
873924,4176286,2018-08-11,2018-09-11,945.8228,6,8.3,5540,2,48.0,女,28,c26,c26,c26210,70,8.0,1.0,8.0,0.0,16.0,8.0,0.0,11.31370849898476,2.0,1.0,0
422341,3773869,2018-06-18,2018-07-18,210.6266,9,7.2,1840,7,29.0,男,28,c28,c12,c12022,473,14.0,1.0,1.7894736842105263,0.0,9.0,1.0,0.0,2.820144743496157,15.0,0.75,5
73387,3753480,2018-06-15,2018-07-15,431.7968,3,7.2,1280,5,60.0,女,22,c26,c26,c26350,956,13.0,3.0,3.5625,0.0,18.0,2.0,1.0,4.456736474147871,11.0,0.6875,1
178920,3926501,2018-07-05,2018-08-05,312.4288,6,8.3,1830,5,52.0,男,28,c10,c10,c10324,763,25.0,4.0,7.8,0.0,23.0,3.0,1.0,8.929885617568521,11.0,0.7333333333333333,3
301175,3262188,2018-05-03,2018-06-03,534.3727,6,8.3,3130,5,29.0,男,38,c22,c27,c27039,547,3.0,4.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.5163977794943223,6.0,1.0,0
290146,4940983,2018-11-19,2018-12-19,107.2159,6,7.2,630,13,125.0,女,23,c22,c22,c22308,778,1.0,2.0,1.4444444444444444,0.0,7.0,0.0,0.0,2.4231786710424124,21.0,0.525,0
691564,3776949,2018-06-19,2018-07-19,334.2554,9,7.2,2920,6,62.0,男,25,c26,c26,c26350,141,16.0,6.0,3.1428571428571432,0.0,13.0,2.0,0.0,3.4392690253266647,11.0,0.5238095238095238,7
169753,4002502,2018-07-15,2018-08-15,120.1945,9,7.2,1050,3,52.0,男,24,c31,c31,c31274,804,24.0,1.0,11.5,0.0,26.0,10.0,0.0,13.503086067019394,4.0,1.0,0
921649,5096948,2018-12-11,2019-01-11,570.1167,6,7.2,3350,4,3.0,男,30,c05,c05,c05145,9,5.0,2.0,30.0,30.0,30.0,30.0,30.0,,1.0,0.16666666666666666,0
170761,3737362,2018-06-13,2018-07-13,199.9221,6,8.6,1170,2,134.0,男,23,c04,c26,c26099,772,17.0,5.0,13.0,13.0,13.0,13.0,13.0,,2.0,0.16666666666666666,1
274817,4946561,2018-11-20,2018-12-20,81.1581,12,8.6,930,6,7.0,男,22,c07,c07,c07297,647,7.0,2.0,0.35294117647058826,0.0,3.0,0.0,0.0,0.7859052479933757,18.0,0.9,0
120187,3518170,2018-05-24,2018-06-24,278.1646,9,7.2,2430,12,62.0,男,23,c19,c19,c19202,813,2.0,1.0,9.846153846153848,0.0,30.0,7.0,3.0,7.859082782757463,19.0,0.38,21
697557,3266802,2018-05-03,2018-06-03,1601.4113,6,8.3,9380,4,152.0,女,23,c22,c22,c22308,213,7.0,1.0,6.833333333333332,2.0,16.0,4.0,4.0,5.741660619251773,6.0,0.35294117647058826,1
880192,4586771,2018-10-04,2018-11-04,507.0567,6,8.3,2970,2,89.0,女,24,c20,c27,c27151,94,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,32
444207,3057298,2018-04-17,2018-05-17,133.9311,9,7.2,1170,2,77.0,男,24,c27,c27,c27153,411,27.0,1.0,0.5,0.0,1.0,0.5,0.0,0.7071067811865476,2.0,1.0,32
446825,3350657,2018-05-10,2018-06-10,81.2744,9,7.2,710,3,58.0,男,23,c04,c11,c11252,434,7.0,6.0,5.0,0.0,20.0,2.0,0.0,8.48528137423857,5.0,1.0,32
849471,5094104,2018-12-10,2019-01-10,156.4339,6,6.9,920,6,34.0,女,26,c07,c03,c03066,222,9.0,1.0,1.4615384615384617,0.0,4.0,1.0,0.0,1.39136531360295,8.0,0.5333333333333333,3
492708,4997360,2018-11-27,2018-12-27,519.2479,3,6.9,1540,7,21.0,女,21,c09,c09,c09040,574,23.0,1.0,4.583333333333333,0.0,26.0,2.0,1.0,5.87490363781596,14.0,0.5833333333333334,6
298752,3496037,2018-05-23,2018-06-23,282.7434,9,7.2,2470,3,51.0,女,28,c27,c27,c27026,598,22.0,5.0,3.0,0.0,31.0,0.0,0.0,9.2951600308978,10.0,0.6666666666666666,0
463568,3196640,2018-04-28,2018-05-28,383.4779,9,7.2,3350,9,73.0,男,27,c04,c04,c04086,391,11.0,0.0,2.5405405405405403,0.0,10.0,2.0,0.0,2.5668246119648668,17.0,0.4594594594594595,0
45394,2150709,2018-01-28,2018-02-28,153.1657,6,7.2,900,7,5.0,男,27,c04,c04,c04102,910,24.0,2.0,3.272727272727273,0.0,15.0,3.0,3.0,4.268276211561504,11.0,0.8461538461538461,2
285920,2872960,2018-04-02,2018-05-02,557.4739,9,7.2,4870,8,116.0,女,32,c12,c12,c12007,547,1.0,2.0,2.8,0.0,13.0,1.0,0.0,3.829708431025352,15.0,0.5,32
500302,4382993,2018-09-07,2018-10-07,77.6674,12,8.6,890,3,6.0,男,27,c13,c26,c26243,493,27.0,0.0,4.0,0.0,31.0,0.0,0.0,10.161200716450786,9.0,0.5625,1
654165,4102562,2018-07-31,2018-08-31,383.4779,9,7.2,3350,4,66.0,女,23,c26,c26,c26047,332,9.0,4.0,9.0,0.0,19.0,8.0,0.0,8.563488385776754,6.0,0.6666666666666666,0
805643,3331555,2018-05-08,2018-06-08,107.6503,6,8.6,630,2,76.0,男,31,c26,c26,c26156,95,8.0,3.0,10.5,8.0,13.0,10.5,8.0,3.5355339059327378,2.0,1.0,24
479713,2922544,2018-04-06,2018-05-06,198.0348,9,7.2,1730,3,123.0,男,37,c29,c29,c29075,369,3.0,4.0,8.166666666666666,0.0,30.0,0.5,0.0,12.843935014888025,6.0,0.6,0
314047,3448971,2018-05-19,2018-06-19,497.2423,6,8.6,2910,13,10.0,男,47,c04,c26,c26136,563,16.0,0.0,4.608695652173913,0.0,24.0,2.0,1.0,5.94473893023206,14.0,0.4516129032258064,4
848516,4429847,2018-09-13,2018-10-13,145.11700000000005,6,8.3,850,4,0.0,女,30,\N,c17,c17242,134,13.0,2.0,2.0,0.0,10.0,0.0,0.0,2.943920288775949,9.0,0.4736842105263158,0
184797,3780973,2018-06-19,2018-07-19,1898.5415,6,8.0,11130,17,66.0,男,35,c05,c05,c05169,586,9.0,0.0,2.235294117647059,0.0,30.0,0.0,0.0,5.2036658922507515,47.0,0.6811594202898551,0
314618,4897146,2018-11-12,2018-12-12,102.9748,12,8.6,1180,7,25.0,男,27,c11,c11,c11017,740,29.0,1.0,5.428571428571429,0.0,19.0,0.0,0.0,8.941609528064896,7.0,0.7,32
626241,2399721,2018-02-23,2018-03-23,274.6317,6,8.0,1610,5,30.0,男,22,c09,c09,c09038,205,20.0,5.0,5.25,0.0,31.0,1.0,1.0,8.9150026767956,8.0,0.6666666666666666,0
852830,4922941,2018-11-16,2018-12-16,107.2159,6,7.2,630,4,96.0,男,20,c30,c30,c30271,198,17.0,2.0,0.125,0.0,1.0,0.0,0.0,0.3535533905932738,9.0,1.0,0
189609,4941102,2018-11-19,2018-12-19,570.1167,6,7.2,3350,4,196.0,女,38,c19,c19,c19097,704,9.0,1.0,0.0625,0.0,1.0,0.0,0.0,0.25,16.0,1.0,0
896327,5048838,2018-12-05,2019-01-05,80.2854,12,8.6,920,2,63.0,男,20,\N,c31,c31288,125,2.0,0.0,0.5,0.0,1.0,0.5,0.0,0.7071067811865476,2.0,1.0,0
179127,3332721,2018-05-09,2018-06-09,358.2943,9,7.2,3130,13,32.0,男,34,c17,c17,c17172,579,1.0,6.0,1.9876543209876545,0.0,21.0,1.0,0.0,3.3447489710010143,62.0,0.7469879518072289,2
